,Subject_num,Subject_origin,Subject_residence,Mu,Regime,Average_degree,Betweenness,Closeness,Load centrality,Assortativity,Clustering,Number_components,Size_largest_component,Closeness_residence,Number_residence,Closeness_origin,Number_origin,SEX,AGE,BORN,DAD,MOM,MARR,CHILD,CBORN,CMOM,EMP,EDUC,FMIG,TVIS,VEU,SPAN,NLAN,SASS,HASS,HMUS,SMUS,HTV,STV,SMOV,HMOV,NREA,RSPA,WNAT,WSPA,TSPA,TNAT,CHOM,CSPA,FID,MID,FGRO,FSPA,HCOO,NSPA,FHOM,IANG,IHYP,ISPA,SMON,WREC,BNEW,HEA,SMOK,TALL,KILO,VDOC,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,HEAL,RACE,PAP,DEP,REAS,RACM,SGOO,RELG,ASEX01N,ASEX01P,ASEX02N,ASEX02P,ASEXN8N,ASEXN8P,ASEXN9N,ASEXN9P,ARAC01N,ARAC01P,ARAC02N,ARAC02P,ARAC03N,ARAC03P,ARAC04N,ARAC04P,AOL201N,AOL201P,AOL202N,AOL202P,AOL203N,AOL203P,AOL204N,AOL204P,AOL205N,AOL205P,AOL206N,AOL206P,AOL207N,AOL207P,AOL208N,AOL208P,AOL209N,AOL209P,AOL210N,AOL210P,AOL2N8N,AOL2N8P,AOL2N9N,AOL2N9P,ATIM_MN,ATIM_SD,CLOS01N,CLOS01P,CLOS02N,CLOS02P,CLOS03N,CLOS03P,CLOS04N,CLOS04P,CLOS05N,CLOS05P,AFRM01N,AFRM01P,AFRM02N,AFRM02P,AFRM03N,AFRM03P,AFRM04N,AFRM04P,AFRM05N,AFRM05P,AFRM06N,AFRM06P,AFRM07N,AFRM07P,AFRM08N,AFRM08P,AFRM09N,AFRM09P,AFRM10N,AFRM10P,AFRM11N,AFRM11P,AFRMN8N,AFRMN8P,AFRMN9N,AFRMN9P,AFRQ01N,AFRQ01P,AFRQ02N,AFRQ02P,AFRQ03N,AFRQ03P,AFRQ04N,AFRQ04P,AFRQ05N,AFRQ05P,AFRQ06N,AFRQ06P,AFRQ07N,AFRQ07P,AREL01N,AREL01P,AREL02N,AREL02P,AREL03N,AREL03P,AREL04N,AREL04P,AREL05N,AREL05P,AREL06N,AREL06P,AREL07N,AREL07P,AREL08N,AREL08P,AREL09N,AREL09P,AREL10N,AREL10P,AREL11N,AREL11P,AREL12N,AREL12P,AREL13N,AREL13P,ALIV01N,ALIV01P,ALIV02N,ALIV02P,ALIV03N,ALIV03P,ALIV04N,ALIV04P,ALIV05N,ALIV05P,ALIV06N,ALIV06P,ALIV07N,ALIV07P,ACITN8N,ACITN8P,ACITN9N,ACITN9P,APRO01N,APRO01P,APRO02N,APRO02P,ASMO01N,ASMO01P,ASMO02N,ASMO02P,TIEDCA,TIEDCM,TIECCA,TIECCM,TIEBCA,TIEBCM,TIEISO,TIEDYD,TIECMP,TIEDEN,TIEDC,TIECC,TIEBC,TIECND,TIECCZ,DSET,COUNTRY,SCALEV,SCALEA,NEI1,NEI2,NEI3,NEI4,NEI5,NEI6,NEI7,NEI8,NEI9,NE10,NE11,NE12,APRON8N,APRON8P,APRON9N,APRON9P,ASMO03N,ASMO03P,ASMO04N,ASMO04P,SPOUS,CYEAR,LVIS,LANG,HMON,GSPE,EXER,NDOC,OMED,WOR1,WOR2,WOR3,CHNG,TRAN,TRN2,ACON01N,ACON01P,ACON02N,ACON02P,ACON03N,ACON03P,ACON04N,ACON04P,ACON05N,ACON05P,ACONN8N,ACONN8P,ACONN9N,ACONN9P,AHLP01N,AHLP01P,AHLP02N,AHLP02P,AHLPN8N,AHLPN8P,AHLPN9N,AHLPN9P,CLOSN8N,CLOSN8P,CLOSN9N,CLOSN9P,AFRQN8N,AFRQN8P,AFRQN9N,AFRQN9P,ARELN8N,ARELN8P,ARELN9N,ARELN9P,NBORN,NMOM,NDAD,SPA2,ACOUNTRY,ICOM,IETH,ICUB,AFRM12N,AFRM12P,ALIV08N,ALIV08P,ALIV09N,ALIV09P,ALIV11N,ALIV11P,ALIV12N,ALIV12P,APRO00N,APRO00P,ASMO00N,ASMO00P,CANY,SPENJ,IGRP,AFRM13N,AFRM13P,ALIV10N,ALIV10P,ALIV13N,ALIV13P,TIEQ,SPANISH,HEAL2,SCLAEA,GROUP,SMOKE,DEPRESS,YDOC,FIRSTGEN,STRONG,SEEWEEK,FAMILY,ABOVE50,DOMINICA,WHITE,NEVMAR,EMPLOY,EDUCATIO,ASMOKE,MOS,AOS,ACCULTUR,ALEVEL,FMIG2
18135,68,ma,sp,-0.145769890296316,Unclear,22.9268292682927,0.021669793621013,0.574231159767759,0.021669793621013,0.974478402616566,0.924402258800913,1,1,3.93333333333333,15,2.1,30,2,45,4,4,4,2,0,,8,6,2,96,2,0,3,3,3,3,1,3,1,5,5,3,1,3,1,1,1,5,5,5,5,5,5,1,5,2,5,1,5,1,1,8,2,3,1,162,118,2005,1,2,1,1,1,1,1,0,1,1,2,1,1,0,1,25,0.55556,20,0.44444,0,0,0,0,34,0.75556,1,0.02222,10,0.22222,0,0,0,0,10,0.22222,13,0.28889,7,0.15556,9,0.2,6,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,18.3333,11.1694,4,0.08889,9,0.2,4,0.08889,15,0.33333,13,0.28889,15,0.33333,0,0,0,0,0,0,30,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.26667,4,0.08889,0,0,6,0.13333,3,0.06667,20,0.44444,0,0,25,0.55556,5,0.11111,7,0.15556,2,0.04444,0,0,4,0.08889,0,0,0,0,0,0,0,0,0,0,2,0.04444,19,0.42222,0,0,0,0,20,0.44444,0,0,0,0,6,0.13333,0,0,0,0,10,0.22222,35,0.77778,9,0.2,36,0.8,47.47475,66,52.32,75.47,1.63,33.72,4,0,1,0.47475,44.8718,42.68321,32.73254,28,0.86,l9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,spain,,,,,,,,,,,,1924
18180,69,ma,sp,0.022226979248414,Unclear,22.6666666666667,0.011392999765093,0.684915949197117,0.011392999765093,-0.101695936676848,0.702549414193123,1,1,3.05263157894737,19,3,24,2,37,4,4,4,2,2,2,5,3,2,16,2,0,3,4,3,4,4,3,3,3,2,3,4,3,4,3,2,4,5,4,5,5,5,1,5,5,5,4,5,1,2,2,1,2,1,170,60,2005,2,3,1,1,4,1,1,0,3,-99,2,5,2,2,1,15,0.33333,30,0.66667,0,0,0,0,25,0.55556,0,0,20,0.44444,0,0,2,0.04444,9,0.2,12,0.26667,8,0.17778,7,0.15556,5,0.11111,1,0.02222,1,0.02222,0,0,0,0,0,0,0,0,10.8444,5.3206,2,0.04444,16,0.35556,6,0.13333,15,0.33333,6,0.13333,19,0.42222,0,0,0,0,0,0,24,0.53333,0,0,0,0,0,0,0,0,0,0,2,0.04444,0,0,0,0,16,0.35556,5,0.11111,12,0.26667,4,0.08889,3,0.06667,1,0.02222,4,0.08889,0,0,6,0.13333,0,0,0,0,0,0,0,0,14,0.31111,0,0,0,0,12,0.26667,8,0.17778,0,0,5,0.11111,42,0.93333,0,0,0,0,0,0,0,0,0,0,3,0.06667,0,0,0,0,20,0.44444,25,0.55556,6,0.13333,39,0.86667,41.21212,100,64.1,100,1.37,17.86,0,0,1,0.41212,61.5222,74.28815,16.86705,18,0.64,l9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,spain,,,,,,,,,,,,2004
18225,70,ma,sp,-0.39029324007154,Inverted,25.8666666666667,0.010030537937515,0.726520550369388,0.010030537937515,-0.024105255043896,0.805025817795865,1,1,2.64285714285714,14,1.88888888888889,27,2,36,4,4,4,2,3,3,8,2,3,1987,0,0,4,4,4,4,4,4,5,4,2,5,4,4,4,4,3,3,4,5,5,5,5,1,5,3,3,4,4,3,2,2,2,2,1,160,69,2005,1,1,1,1,1,1,1,1,1,1,2,5,2,4,1,21,0.46667,24,0.53333,0,0,0,0,24,0.53333,0,0,21,0.46667,0,0,0,0,10,0.22222,6,0.13333,15,0.33333,8,0.17778,3,0.06667,3,0.06667,0,0,0,0,0,0,0,0,0,0,20.2,11.0405,0,0,14,0.31111,15,0.33333,0,0,16,0.35556,14,0.31111,0,0,0,0,0,0,27,0.6,0,0,0,0,0,0,0,0,0,0,4,0.08889,0,0,0,0,7,0.15556,1,0.02222,2,0.04444,0,0,8,0.17778,0,0,27,0.6,1,0.02222,26,0.57778,5,0.11111,0,0,3,0.06667,0,0,3,0.06667,0,0,0,0,1,0.02222,0,0,0,0,6,0.13333,24,0.53333,0,0,0,0,10,0.22222,0,0,0,0,11,0.24444,0,0,0,0,7,0.15556,38,0.84444,10,0.22222,35,0.77778,47.77778,95,67.19,95.65,1.23,13.18,0,0,1,0.47778,54.65117,58.89279,12.21668,21,0.8,l6m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,spain,,,,,,,,,,,,0
18270,1,se,sp,-0.534336634796476,Inverted,34.7555555555556,0.004886070002349,0.845366214502759,0.004886070002349,-0.266523296352919,0.740067852904278,1,1,2.55555555555556,9,1.91666666666667,36,1,23,2,2,2,1,1,0,14,3,2,2000,1,1,5,5,5,5,5,2,1,5,5,5,5,5,1,3,3,5,4,2,5,5,5,1,5,3,5,1,5,2,3,2,1,1,4,167,56,2005,1,1,3,1,4,4,4,0,2,-99,1,2,3,24,1,32,0.71111,13,0.28889,0,0,0,0,2,0.04444,35,0.77778,0,0,0,0,2,0.04444,11,0.24444,19,0.42222,10,0.22222,2,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02222,11.5455,6.9917,1,0.02222,4,0.08889,13,0.28889,9,0.2,18,0.4,9,0.2,0,0,36,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.28889,10,0.22222,4,0.08889,7,0.15556,4,0.08889,4,0.08889,3,0.06667,2,0.04444,2,0.04444,1,0.02222,3,0.06667,5,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02222,31,0.68889,17,0.37778,27,0.6,1,0.02222,0,0,0,0,0,0,0,0,1,0.02222,0,0,14,0.31111,31,0.68889,15,0.33333,30,0.66667,42.72727,73,255.64,4300,1.15,7.61,1,1,1,0.42727,57.91805,8366.34903,6.5805,24,0.82,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18315,2,se,sp,-0.157214973253665,Unclear,19.1555555555556,0.015456894526662,0.616668211868277,0.015456894526662,0.112959501022744,0.764118011651455,1,1,4,4,2.5609756097561,41,1,33,2,2,2,1,0,,4,2,4,2002,0,0,5,3,3,5,5,4,5,5,2,5,2,5,1,3,1,5,5,2,5,5,5,1,5,2,4,4,2,1,3,2,1,1,1,168,70,2005,1,1,1,1,1,1,2,0,2,2,2,2,2,24,1,37,0.82222,8,0.17778,0,0,0,0,3,0.06667,42,0.93333,0,0,0,0,0,0,3,0.06667,8,0.17778,22,0.48889,7,0.15556,5,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,3.5333,4.0749,2,0.04444,11,0.24444,15,0.33333,10,0.22222,7,0.15556,4,0.08889,0,0,34,0.75556,7,0.15556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17778,13,0.28889,4,0.08889,0,0,16,0.35556,2,0.04444,2,0.04444,0,0,7,0.15556,1,0.02222,0,0,0,0,0,0,31,0.68889,0,0,1,0.02222,3,0.06667,0,0,1,0.02222,1,0.02222,43,0.95556,1,0.02222,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,11,0.24444,34,0.75556,3,0.06667,42,0.93333,31.31313,64,50.32,66.67,2.45,13.53,0,0,1,0.31313,71.8816,33.82259,11.32927,8,0.57,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18360,3,se,sp,0.168712949128146,Unclear,42.4444444444444,0.00082217524078,0.969888510510986,0.00082217524078,-0.057341755212266,0.976458945772616,1,1,2,1,3.36363636363636,44,1,18,2,2,2,1,0,,4,6,2,2001,1,0,2,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,1,3,2,1,1,1,175,69,2005,2,2,1,1,1,1,1,0,2,1,1,1,1,3,1,21,0.46667,24,0.53333,0,0,0,0,0,0,45,1,0,0,0,0,1,0.02222,9,0.2,18,0.4,17,0.37778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2889,1.5293,0,0,30,0.66667,15,0.33333,0,0,0,0,1,0.02222,0,0,43,0.95556,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.13333,37,0.82222,2,0.04444,0,0,0,0,0,0,0,0,0,0,42,0.93333,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,0,0,1,0.02222,1,0.02222,0,0,27,0.6,18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.44444,25,0.55556,6,0.13333,39,0.86667,96.56565,100,97.09,100,0.08,0.13,0,0,1,0.96566,3.59408,6.02642,0.05444,30,0.7,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18405,4,se,sp,-0.768074741500057,Inverted,13.7560975609756,0.020888055034397,0.573150744207009,0.020888055034397,-0.015193286918141,0.523251435554794,1,1,3,1,1.64705882352941,34,1,27,3,3,3,2,1,0,4,3,3,2004,0,0,4,3,2,5,4,4,2,5,2,2,1,4,1,2,5,2,5,3,3,3,2,2,5,2,4,3,4,2,2,1,2,1,4,175,75,2005,1,2,1,1,4,1,1,0,2,-99,1,5,1,1,1,38,0.84444,7,0.15556,0,0,0,0,7,0.15556,37,0.82222,0,0,1,0.02222,0,0,1,0.02222,22,0.48889,12,0.26667,9,0.2,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,11.6,8.8025,1,0.02222,1,0.02222,13,0.28889,7,0.15556,23,0.51111,1,0.02222,3,0.06667,3,0.06667,31,0.68889,1,0.02222,0,0,0,0,0,0,0,0,0,0,6,0.13333,0,0,0,0,5,0.11111,2,0.04444,5,0.11111,8,0.17778,8,0.17778,11,0.24444,6,0.13333,1,0.02222,8,0.17778,2,0.04444,3,0.06667,1,0.02222,1,0.02222,8,0.17778,0,0,0,0,1,0.02222,4,0.08889,1,0.02222,15,0.33333,16,0.35556,1,0.02222,4,0.08889,1,0.02222,0,0,0,0,23,0.51111,0,0,0,0,37,0.82222,8,0.17778,14,0.31111,31,0.68889,17.27273,55,41.31,72.55,1.86,14.58,7,0,1,0.17273,79.87988,62.60546,12.76985,13,0.89,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
18450,5,se,sp,-0.417461018073033,Inverted,16.5909090909091,0.015478707339173,0.620588890102803,0.015478707339173,-0.200051152666899,0.642790766244556,1,1,2.44444444444444,9,2.16666666666667,36,2,24,3,3,3,2,2,2,7,3,2,9,6,1,5,5,3,5,5,4,5,4,4,5,5,5,1,5,3,4,5,5,5,5,4,3,5,3,5,2,5,3,2,2,1,3,1,167,66,1996,1,1,1,1,1,1,1,0,2,-99,2,2,2,24,1,9,0.2,36,0.8,0,0,0,0,4,0.08889,41,0.91111,0,0,0,0,0,0,2,0.04444,20,0.44444,17,0.37778,5,0.11111,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,11.3778,8.0341,0,0,11,0.24444,22,0.48889,0,0,12,0.26667,9,0.2,0,0,2,0.04444,34,0.75556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17778,13,0.28889,3,0.06667,4,0.08889,6,0.13333,1,0.02222,10,0.22222,0,0,13,0.28889,8,0.17778,0,0,3,0.06667,0,0,4,0.08889,0,0,0,0,1,0.02222,0,0,16,0.35556,0,0,33,0.73333,0,0,6,0.13333,0,0,0,0,0,0,6,0.13333,0,0,0,0,16,0.35556,29,0.64444,4,0.08889,41,0.91111,36.86868,91,60.68,93.48,1.44,16.04,1,0,1,0.36869,64.34109,69.46518,15.27269,17,0.74,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,2011
18495,6,se,sp,-0.727069562631528,Inverted,22.9333333333333,0.011275546159267,0.688915120528968,0.011275546159267,-0.141803785044012,0.659093758396435,1,1,2,1,1.76190476190476,42,1,28,3,3,3,1,0,,5,6,2,2003,0,0,2,5,3,5,5,5,5,5,5,5,1,3,1,2,1,5,5,2,5,5,5,1,5,1,5,1,1,1,2,2,2,1,4,166,65,2004,1,1,1,1,1,1,1,0,2,1,2,1,1,7,1,35,0.77778,10,0.22222,0,0,0,0,2,0.04444,41,0.91111,2,0.04444,0,0,0,0,1,0.02222,27,0.6,11,0.24444,6,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4889,8.1285,0,0,3,0.06667,17,0.37778,5,0.11111,20,0.44444,1,0.02222,0,0,21,0.46667,21,0.46667,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04444,0,0,0,0,20,0.44444,11,0.24444,10,0.22222,4,0.08889,0,0,0,0,0,0,0,0,5,0.11111,0,0,0,0,1,0.02222,0,0,39,0.86667,0,0,0,0,0,0,0,0,0,0,0,0,30,0.66667,2,0.04444,11,0.24444,0,0,0,0,0,0,2,0.04444,0,0,0,0,14,0.31111,31,0.68889,4,0.08889,41,0.91111,46.56566,89,66.14,89.8,1.26,5.75,0,0,1,0.46566,55.91966,48.9495,4.59135,20,0.67,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
18540,7,se,sp,-0.263420758657835,Inverted,10.1395348837209,0.023174783242849,0.53100443841664,0.023174783242849,-0.218109210440757,0.359447248230904,1,1,3.3,10,2.17857142857143,28,1,32,2,2,2,1,0,,6,6,7,2004,0,1,4,5,3,5,5,3,3,5,2,4,1,3,1,3,3,3,5,3,5,5,5,1,5,2,4,3,3,1,2,4,1,2,1,184,73,2005,3,2,3,1,3,1,2,0,2,2,1,2,2,13,1,23,0.51111,20,0.44444,0,0,0,0,13,0.28889,18,0.4,9,0.2,0,0,0,0,0,0,16,0.35556,20,0.44444,3,0.06667,0,0,0,0,1,0.02222,0,0,0,0,0,0,0,0,32.7333,9.5485,2,0.04444,8,0.17778,26,0.57778,3,0.06667,4,0.08889,10,0.22222,0,0,28,0.62222,0,0,0,0,1,0.02222,0,0,0,0,0,0,0,0,5,0.11111,0,0,0,0,3,0.06667,3,0.06667,6,0.13333,7,0.15556,11,0.24444,12,0.26667,3,0.06667,7,0.15556,8,0.17778,14,0.31111,3,0.06667,1,0.02222,1,0.02222,6,0.13333,0,0,1,0.02222,2,0.04444,2,0.04444,0,0,0,0,18,0.4,15,0.33333,0,0,0,0,0,0,0,0,11,0.24444,0,0,0,0,19,0.42222,26,0.57778,18,0.4,27,0.6,13.13131,36,40.83,61.29,2.05,16.22,6,0,1,0.13131,86.91323,38.93326,14.27664,9,0.85,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18585,8,se,sp,-0.350760068429439,Inverted,28.5333333333333,0.008174770965469,0.752001283475884,0.008174770965469,-0.023448570583236,0.769141220371553,1,1,1.3,10,2.62857142857143,35,2,30,3,3,3,2,3,3,3,3,2,1997,0,0,3,5,3,4,5,2,5,4,4,4,4,4,1,2,4,2,4,4,4,4,5,1,5,1,5,1,4,1,3,4,2,2,1,156,60,2005,1,2,2,1,3,1,1,0,3,-99,1,1,1,24,1,20,0.44444,24,0.53333,0,0,1,0.02222,0,0,0,0,45,1,0,0,6,0.13333,18,0.4,11,0.24444,7,0.15556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06667,10.6889,5.1975,0,0,19,0.42222,3,0.06667,0,0,23,0.51111,10,0.22222,0,0,0,0,35,0.77778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.46667,2,0.04444,11,0.24444,0,0,11,0.24444,0,0,0,0,1,0.02222,16,0.35556,17,0.37778,0,0,0,0,0,0,2,0.04444,0,0,0,0,7,0.15556,0,0,2,0.04444,0,0,41,0.91111,0,0,4,0.08889,0,0,0,0,0,0,0,0,0,0,0,0,39,0.86667,6,0.13333,1,0.02222,44,0.97778,64.84848,91,75.2,91.67,0.82,2.61,0,0,1,0.64848,36.78647,34.07321,1.83566,30,0.68,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
18630,9,se,sp,0.191884763850322,Unclear,32.9777777777778,0.005825698848955,0.820061903900064,0.005825698848955,0.12299993765442,0.88279104629634,1,1,4.2,5,3.275,40,2,36,3,3,3,2,4,4,6,3,3,1991,0,0,4,4,3,4,4,3,3,5,5,4,2,4,3,3,3,3,3,1,5,5,5,1,5,3,3,1,5,1,2,4,2,1,1,170,89,2005,1,2,1,1,1,1,1,0,2,-99,2,1,2,0,1,13,0.28889,32,0.71111,0,0,0,0,5,0.11111,40,0.88889,0,0,0,0,0,0,0,0,16,0.35556,21,0.46667,6,0.13333,2,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,16.8222,8.5148,18,0.4,1,0.02222,4,0.08889,14,0.31111,8,0.17778,5,0.11111,0,0,7,0.15556,33,0.73333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06667,7,0.15556,6,0.13333,7,0.15556,11,0.24444,7,0.15556,4,0.08889,1,0.02222,10,0.22222,5,0.11111,1,0.02222,2,0.04444,0,0,22,0.48889,0,0,0,0,1,0.02222,2,0.04444,1,0.02222,0,0,9,0.2,8,0.17778,28,0.62222,0,0,0,0,0,0,0,0,0,0,0,0,15,0.33333,30,0.66667,10,0.22222,35,0.77778,74.24243,100,81.68,100,0.6,10.83,0,0,1,0.74242,26.9556,37.90246,10.46329,34,0.9,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
18675,10,se,sp,-0.961504018172217,Inverted,32.2666666666667,0.006201550387597,0.799862203332748,0.006201550387597,-0.068707717972982,0.705382676520174,1,1,1.63157894736842,19,1.38095238095238,21,2,43,3,3,3,2,4,4,0,1,1,10,0,0,3,4,1,4,3,4,2,4,3,4,1,4,1,4,4,4,3,3,4,4,3,1,3,3,4,1,4,1,2,7,2,1,1,176,87,1995,1,2,2,1,2,1,1,0,2,2,2,1,2,0,1,25,0.55556,20,0.44444,0,0,0,0,4,0.08889,41,0.91111,0,0,0,0,4,0.08889,4,0.08889,7,0.15556,9,0.2,16,0.35556,5,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,12.9556,7.5981,0,0,8,0.17778,2,0.04444,0,0,35,0.77778,19,0.42222,5,0.11111,2,0.04444,19,0.42222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.22222,3,0.06667,3,0.06667,29,0.64444,2,0.04444,11,0.24444,11,0.24444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06667,0,0,18,0.4,20,0.44444,3,0.06667,17,0.37778,0,0,0,0,0,0,5,0.11111,4,0.08889,0,0,30,0.66667,15,0.33333,7,0.15556,38,0.84444,50.80808,73,67.63,78.57,1.15,4.05,0,0,1,0.50808,51.47992,22.63172,2.96067,23,0.52,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,2010
18720,11,se,sp,-0.417461018073033,Inverted,38.4,0.002959830866808,0.900173481487979,0.002959830866808,-0.051247766700279,0.887334781065703,1,1,1,1,2.18604651162791,43,1,28,3,3,3,2,0,,7,6,3,2003,0,0,2,5,4,5,5,2,5,5,5,5,5,5,5,2,2,5,5,1,5,5,5,1,5,2,5,1,5,1,1,8,2,3,1,160,70,2005,3,2,2,2,4,1,1,1,3,2,2,3,1,0,1,28,0.62222,17,0.37778,0,0,0,0,0,0,3,0.06667,42,0.93333,0,0,10,0.22222,15,0.33333,12,0.26667,7,0.15556,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,2.3514,9,0.2,4,0.08889,5,0.11111,1,0.02222,26,0.57778,1,0.02222,0,0,11,0.24444,32,0.71111,0,0,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.28889,27,0.6,5,0.11111,0,0,0,0,0,0,0,0,8,0.17778,9,0.2,4,0.08889,5,0.11111,1,0.02222,0,0,18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02222,9,0.2,33,0.73333,0,0,1,0.02222,0,0,1,0.02222,0,0,0,0,23,0.51111,22,0.48889,5,0.11111,40,0.88889,76.06061,95,82.44,95.65,0.56,3.07,0,0,1,0.76061,25.05285,27.3419,2.57071,33,0.89,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
